text|label
過了幾天才想起來評價，12個蘋果包裝得很好，沒一個爛的，大小基本一致，味道還可以吧，關鍵是快遞小哥怕天氣熱生鮮腐爛，先期幫忙墊付費用不說，態度還超好，和藹可親，大讚，在京東買東西就是好！|1
有一爛的，其它的都挺好，水份多，搾汁很好|1
快遞京極速。水果新鮮甜脆可口。|1
我著的潘蘋果好吃甜脆，買了好幾次了，價格實惠，謝謝快遞小哥大熱天送到家辛苦啦！|1
好的健身卡看到你對你的激動激動激動|1
京東自營的蘋果就是漂亮，聞著味道很香！|1
個頭夠大，快遞給力！好吃不貴！非常滿意！再續|1
蘋果很棒，買回去給父母的。味道很好，就是個不大。。|1
蘋果不錯哦紅紅的，吃上去口感也挺好，脆甜的放在冰箱裡，冰過以後非常好吃|1
第三次在京東客戶端購買水果了，送貨速度快，價格合理。買回來吃了一個，味道不錯??！|1
蘋果個頭有點小，但味道還是不錯的，有點脆脆的，酸甜味，看了一下，蘋果沒有壞的，包裝運輸都還是可以，京東的運輸確實很快，隔日到，鄉鎮都能送到，不錯|1
一直在京東買水果，冷鏈運輸很新鮮，人家售後服務好|1
價格實惠！很新鮮！包裝得很好！口感清甜，很脆！|1
又甜又脆，口感好，就是吃到一個裡面已經爛了的！！自認倒霉，再來一箱，|1
蘋果個頭不大，吃一個正好，就是第一個裡面是壞的，希望後面不會有了！|1
不錯，水份多，酸酸甜甜的，不是很酸。孩子很愛吃|1
京東生鮮很超值，物流也快，拿回家就被消滅了好幾個|1
物流很快，水果很新鮮，京東快遞小哥很棒，大讚|1
第一次買鮮果，自營的還是有保障的，果鮮多汁，甜酸適中，爽口好吃。|1
80的果子還是很不錯的，甜脆，70的感覺就不是一家人了|1
個頭均勻，物流很快，很愉快的一次購物！|1
618做活動京東，弄的東西都已經成災了家裡面，就不一一評價了，實在沒辦法評價太，多東西了，東西是很便宜便宜便宜便宜的要死，但是我家裡也快放不下了，我以後再也不在京東買東西了，我再也不在京東買東西了……|1
煙台的蘋果和洛川的一樣好吃，買了一堆，脆甜顏色好看，支持京東。|1
價格合適，蘋果到手還是涼涼的。品質沒大點的好，不過畢竟便宜|1
快遞速度挺快的，昨天昨天上午下了單剛剛就收到了。動那蘋果挺脆的，水分多，但是不是很甜，不，你不是談心，不是很甜，還有一個平均要差不多2塊6兩塊六，差不多三塊錢大小，軍營不是很大，也不是很小|1
商品不錯，物流也很給力，推薦購買。|1
還行，不是太好吃，和實體店同價格的比起來不佔優，果子有點小|1
蘋果早就收到了，一直沒有評價！蘋果香翠甜。包裝很好！沒有一個損壞！大小基本相等還會光顧！贊一個|1
蘋果挺甜的，沒有破損，包裝也挺好的，雙層泡沫網包裝，就是個頭有點小。|1
華聖鮮果，生態品質。蘋果?又大又圓，決定的新鮮帶著水。|1
包裝可以，物流蠻快，快遞小哥蠻好的，快遞到了還打個電話通知一下。值得表揚，味道可以，甜，脆|1
第二次購買了 蘋果很甜很脆 比超市買的好吃！|1
京東的速度真的太牛了，早上下的單，下午五點就送到了，而且很新鮮，還是冰的，贊！|1
一直在京東購買，服務滿意，品質保證|1
京東鮮超市給力 發貨及時 包裝完好 商品新鮮 質量好值得推薦|1
看著不錯，信任京東，第二次購買了。|1
買了多次了，真的很好，很甜，買蘋果就買潘蘋果啦|1
包裝很好，物流快，水果新鮮，而且大小很合適|1
被壓過了，還好裡面沒事，京東的物流如果跟其他快遞一樣的話還是京東嗎？|1
送來的蘋果不錯，看上去又紅又大紅，咬一口既脆又甜，紅彤彤的好可愛???|1
包裝好！京東送貨放心，快速，服務好！沒有損壞，個個飽滿…|1
昨早下單，今早就收到！相信京東自營，好評先！|1
酸甜可口    味道棒棒噠    京東物流也很給力|1
昨天下午下的單，今天就收到了，首先對京東快遞點贊，嘗了一個口感好，爽口，對得起這價格，考慮到吃完再買|1
我送一外號「zhangxinlei（敏感詞屏蔽了）」，75可能不到，不過品相還行，口感一般吧沒有之前別人送的清甜多汁。配送員主動要求開箱，服務一如既往的到位！稍後曬圖|1
贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊贊|1
口感蠻好的，物流配送也快，包裝精美|1
不錯 已經買好多次了 很脆很甜 還有很喜歡吃 吃完再買|1
質量非常棒，很新鮮，京東快遞小哥服務態度也非常好！|1
加入了京東會員，變成plus後買了這個蘋果，一般外面買至少四塊一個，這裡20多12個，質量也不錯，非常甜，物流給力，當天就到了，贊?|1
孩子愛吃，冰箱一直備著，個頭比較小，味道很棒|1
蘋果一打開就聞到一股香味。雖然小但好吃，大的一個吃不了，喜歡吃小的。呵呵|1
一下子買了兩箱，不錯，京東發貨物流速度都很快，打開看了，木有一個壞的，只是大小不一，淨重5.2KG，口感也挺好，脆脆的，下次還可以來。|1
相信這個品牌，特別買的小果，孩子一次能吃完|1
速度沒啥說的，甜度一般，水分過分了！足足足|1
比超市便宜送貨很快，多次購買了|1
一直重複購買，吃完就買一批，方便新鮮，實惠，送貨快，不怎麼看超市水果了|1
收到貨有個別不新鮮 其它還好 價錢還比較划算 挺好吃的 很甜！|1
很好，挺新鮮的，京東自營，送貨速度快性價比高！！！|1
還不錯的，口感蠻好！包裝蠻好！第二天就到了！神速！總體真的不錯！棒棒的！|1
一直在買華聖蘋果，最近幾次裡面總混了幾個不是純甜的（以前沒有），難道跟天熱有關？|1
沒有封裝，可以直接打開盒子，這些都是小事，最關鍵的是難吃，口感粉面，一點都不脆，味道很淡，不酸不甜，最難吃的蘋果，沒有之一！還是潘蘋果好吃，脆脆的，以後還是繼續買潘蘋果！|1
挺划算的，京東快遞很給力，沒有一個壞果，送到的時候還是冷藏效果的|1
挺好吃的，過年的時候買啦三箱回去。家人朋友都喜歡吃！送人也很不錯！|1
這種蘋果已經買過多次了，水分多，甜酸可口。頭天晚上下單，第二天東西就送來了，京東的服務一如既往，很滿意。|1
水果很新鮮，像新摘下來一樣，酸甜可口，就是個頭有點小|1
到貨比想的慢了，估計華北霧霾導致的吧。東西還不錯！|1
哈哈哈，妹妹和女朋友都說很好吃。很贊，下次繼續買。|1
味道酸甜可口，就是個頭稍小一些，不過很好吃。京東送貨速度很快，非常滿意。|1
品牌就是不一樣，又香又甜、好吃的不得了|1
一直信賴京東，不管是質量，服務，配送，售後，都讓我很滿意，幾箱水果都是好的，就是有個別被重物壓了變了形而且留了印記。總得來說挺滿意的|1
質量非常好，與賣家描述的完全一致，非常滿意,真的很喜歡，完全超出期望值，發貨速度非常快，包裝非常仔細、嚴實，京東快遞態度很好，運送速度很快，很滿意的一次購物|1
京東商城的商品質量還可以，比較滿意。|1
看著包裝很好，還沒開始吃，沒有爛的|1
蘋果特別好 包裝很給力 每個蘋果套兩個泡沫網 支持貨到開箱驗貨 京東小哥服務態度極好|1
物流速度超快，水果新鮮包裝又給力!|1
口感很不錯，大小也合適，和家人每天吃一個。|1
蘋果口感還不錯，脆，甜，但不是很甜，個頭小了點|1
不好意思 家中有事評價晚了 感謝京東 感謝快遞小哥幫忙因為多買了幾箱快遞小哥送到家門口還給搬進屋裡 謝謝 果子非常好 孩子迫不及待的拆開一箱 還跟奶奶說這個蘋果?好吃！|1
很脆。水分多，不酸但也不算甜。|1
***，還算甜，，還不錯吧，，好吃以後再買。。|1
經常買的，這個蘋果真好吃，這次送來的大小不一樣|1
有點小，反正可能這個價錢只能買到這樣的貨吧，給快遞小哥五分奧|1
果品好，果香脆甜，價格實惠，物流快速，無壞果……|1
蘋果爽甜，口感不錯，不過感覺是上一年的。|1
放冰箱第二個星期蘋果就有點爛了|1
價格不貴 回來發現還有噱頭 口味也很好 好吃|1
送貨速度快，很好，很新鮮，有一個爛了，不過很快解決很好|1
這次買了兩箱，沒讓我失望，紅紅的蘋果讓人愛。|1
發現了沒？少了一個。沒有實踐就沒有發言權。我的嘗試結論是：香、脆、多汁。|1
蘋果還是得選煙台，可口多汁無渣，值得推薦|1
可能跟天氣有關吧，有的芯兒已經壞了，總體還是不錯的。一直購買中……|1
嘎嘎脆！咬一口果汁滿口！爽！個頭大小合適，一次吃一個正好！京東自營配送！嗷嗷快！價格也便宜，水果還不用自己搬上樓了！一起買的獼猴桃也很棒！滿意！|1
萍果清脆，香甜，水分多，下次還會買。|1
好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好|1
買過多盒了，，吃口挺好，也新鮮。遠勝於水果店的什麼亂七八糟很難吃的紅富士價格還要9塊。。。|1
送貨超快，價格實惠，沒有壞的，味道不錯 ，就是個頭小了點兒。|1
上午下單，下午就到貨了，物流很給力。蘋果也很好吃的，?|1
蘋果挺甜的，不錯，全家都挺喜歡的，方便，直接給送到5樓，配送員態度特別好，|1
有一顆壞掉了。已經申請理賠。京東理賠每次都特別迅速。相信京東。現在家裡一半的水果都是購買的京東自營。|1
沒有壞掉的，大小都差不多，色澤也紅潤。我發現了它們的一個共同特點，那就是都是歪的，哈哈哈～至於口感，還行吧，也就五塊錢一斤。|1
新鮮運到，包裝的很好，基本都很新鮮，還會繼續購買。|1
超級好吃，好甜好脆，水分多，一下買了四份|1
京東還是值得信賴的！趕上618非常划算，一如既往的支持！很甜很脆|1
第一次在京東上購買水果，到貨的時候水果已經很常溫的狀態……快遞小哥很給力直接送貨到樓上，水果大小直接看圖說話吧……|1
物流速度很快，按照預定時間到達。    商品和描述的一樣，購物愉快。很不錯，給5顆星。|1
送貨速度快，包裝完整，蘋果也不錯！|1
很划算，質量很好很好，包裝也美，過節送禮超級合適哦哦。比實體店的蘋果價格便宜，蘋果個頭也大，顏色漂亮，水份足，超級喜歡在京東買東西，放心實惠快速！    買了好幾次了，橙子也很甜。|1
京東服務一如既往，物流及購物體驗完勝競爭對手。|1
蘋果質量非常好，物真價實！京東生鮮很不錯|1
奧馬冰箱不錯，和牛奶很搭配！！！！喜歡！！|1
家裡一直都在吃這個蘋果 味道口感一如既往的一樣基本不變|1
很甜很甜！！！！！！！不錯！！！！！！！！！！！！！！！！|1
撿一個星星，因為有兩個蘋果有點有點有點有點亂，有點很記得，所以要盡量和信心，但是總體來說也滿意，蘋果不會太小，不過還沒吃哦，吃過一以後我就來追加評價|1
蘋果小小個包裝很不錯，味道非常好，京東快遞也非常給力，一如既往的支持京東。|1
質量還不錯很好很喜歡，服務很好很喜歡|1
還不錯，有幾個皮有點皺，放比較久|1
還可以，有挑選過出來的，但不是每一個都那樣的好口感，有兩三個一般般。|1
秒殺加滿減，性價比很高了，比水果店便宜，味道也好。|1
是的，就是三乘四，標準的12個，多裝一個都不行的    看著有活動5，他就買那麼幾個了|1
這個牌子的有點小，不如我第二次買的（如圖）蘋果。    一冰箱都是京東的水果。比我家樓下菜場賣的便宜20%-30%呀。又新鮮。    哈密瓜一個1800g 一個2200g 都達標了。    甜瓜個個超標，最輕的也有820g。這是第二次買了。    這次的蘋果還沒吃，但樣子很贊。    雞蛋也還沒吃，樣子也很贊！沒破損的。上次另一個牌子的蘋果有點小，沒這次好。    Icool的椰子好贊，椰汁甜，肉肉多可以打出來做椰漿綠豆沙什麼的。    買酸奶是湊單打折用的???|1
口感不錯?，汁多肉脆而且還甜，下次還會再賣的|1
果大小適中～顏色也還不錯～不過一起買的哈密瓜卻爛了～|1
價格就不用說了，秒殺的商品比超市要便宜。重要的是看質量。京東產地直選的產品，第一次購買，感覺還是很滿意，從包裝，到口味 以及配送，真的不錯！|1
第一次買水果，意料之中，總體來說還算可以。|1
不錯，囤貨，618價格很合適。脆甜|1
下單等了三天才到，包裝的非常非常好，紙盒泡沫盒袋子，沒有碰壞的痕跡。到手的時候還冰冰的，保護措施很到位。蘋果酸酸甜甜的很好吃，水分也很足。有一兩個碰壞了的痕跡。|1
甘肅天水的紅富士蘋果真的很甜，水分很大，很滿意，繼續購買。|1
聞到一股果香味，就知道是好果。京東自營的水果就是好。|1
蘋果點都不好吃 小還不甜 像沒熟|1
酸酸的蘋果，不過蘋果本來就是酸酸的感覺。|1
這個蘋果很脆，但不夠甜，總體還行吧。|1
打開一看，包裝精美，京東購物，值得信賴！|1
買過多次了，一如既往的好吃，非常之滿意！|1
送貨快，服務好。送到即嘗了一顆，香脆可口，雖不是巨甜，但果香濃郁，家人都喜歡。|1
甜脆新鮮，包裝很好。生活越來越依賴京東啦，只要京東商城有的東西，價格合適，全部都往京東走。願京東越做越好越強大。|1
好久不買了，希望這次是新鮮的的.......................|1
物流極快，上午網上下單，夜晚就送到家。包裝很好，避免了碰損，很新鮮。個頭略小，甜酸適囗。|1
挺好吃的，不錯。還是有點貴，就貼了個商標。|1
在也不在京東買水果了，和圖片相差太大，太小還***一斤|1
顏值很高 收到每個都完好無損 贊|1
京東的生鮮速度也很快，隔夜到。蘋果個頭不是很大，每個人的味道都不一樣，4.5分|1
已經第三次購買了，蘋果很脆很甜，很好吃！不錯?|1
買了好幾次了，挺甜的，不錯！！！！！！！！！！！！！！！！！|1
有兩個蘋果有點壞不過其他的還好|1
蘋果一如既往的不錯，大小合適，剛好一餐一個|1
也沒見壞的，很好的蘋果，很棒。|1
挺不錯的，速度也快，從廣州到福建隔天就到了。這蘋果經常沒貨可能買的人比較多吧。價格也比較實惠，比外面買的便宜，因為開通了plus有運費券嘛，購物多的開通還是有點實惠的。蘋果，挺新鮮的，果肉偏白色，肯定沒有陝西的蘋果酸甜。個頭不大，這樣正好，一個人吃夠了。送貨員，也說這蘋果好，很新鮮。|1
不是所有都是脆的，吃了四個有一個是棉的，這概率|1
物品已經收，包裝完整，蘋果一般，很滿意京東快遞|1
好吃，    會繼續光顧。    感謝商家！    感謝京東！|1
王者榮耀每個時代都有自己特別的英雄，比如宮本李白之類的|1
蘋果超難吃，澀，一點甜味都沒，甚至連酸味都沒有，更沒有蘋果味，總之我不知道在吃什麼，不知道是不是催熟的，京東採購的時候不嘗一下嗎？|1
不錯的東西，下次有需要再買，可以的，不錯，下次有需要再買………|1
打開包裝有一股味道，不是蘋果香，可能是包裝散發出來的異味，整整12個，大小比較均勻，迫不及待拿了一個嘗嘗味道，不錯，比較清脆可口。算下來也才5元多一斤，以後應該會選擇在京東上買水果了。|1
一直在吃，煙台蘋果，味道不錯，物流快|1
包裝嚴實，物美價廉，口感很好，值得購買！！！|1
非常不錯，一如既往的好！以後還會繼續購買！|1
蘋果的品質似乎起伏比較大，有時買要碰運氣。    客服專員處理快速，但我希望廠商品管上能嚴謹點，這樣雙方都可以省事又省心。|1
買了好幾次了，味道不錯，京東秒殺搶購的，蘋果大小均勻，京東商城自營產品，物流配送很快，不錯的一次購物！|1
嘎蹦脆的小蘋果！經常在京東自營買水果！好吃不貴|1
水果網購是第一次，給各位提示：保存期限長的ok，其他的…………你們明白的！呵呵。|1
送貨快服務好，包裝嚴格大小均勻味道不錯值得購買。|1
東哥，蘋果脆甜脆甜滴，一直不愛吃蘋果你家的我吃，比超市好吃，活動也不錯。見圖|1
京東自營的水果就是好 價格實惠 又很新鮮 而且每個都很均勻 包裝的很好水果沒有損壞 速度也是快快的！|1
送貨速度非常快，昨天晚上下單今天中午就到了，商品質量不錯。|1
個頭大，香脆可口，新鮮的，快遞神速！還會再次購買！|1
不錯不錯，比平時在路邊水果店買的大多數要好，新鮮汁多，感覺剛從冷庫拿出來的，好好好|1
買過多次了，甜脆水分足，串門時提幾箱也行，不錯不錯～|1
蘋果很好，買給兒子吃的。物流也很快！|1
這款蘋果很好吃，又甜又脆，個頭雖不大，但一個人吃正好，強烈推介，吃完會回購|1
比超市便宜多了，雖然小一些，但口味不錯，酸甜可口，脆，是我喜歡的味道。也適合於打汁。|1
早上下單下午就收到了，太方便了！收到就迫不及待吃了，水分很足，很好吃|1
多次購買，味道不錯，和橙子一起買的|1
走到哪裡買到哪裡，京東鐵粉了，京東給不給個獎勵，這蘋果真心不錯，快遞小哥服務太到位了，囑咐果有問題可以打電話|1
蘋果送到了,非常的好，速度很快，打開就迫不及待了看了一下蘋果，真的非常的好一點都沒有壞的，我洗乾淨了，吃了一口，真是酸爽的不得了，好吃，沒有像其他朋友說的什麼爛蘋果，也真的辛苦，快遞小哥了，今天下這麼大的雨，還給我送了不到十個小時的時間送貨，就說給我送到了京東快遞，真是沒的說贊一個哈哈哈，哈哈|1
一直從這裡買水果，方便快捷，香甜可口，省了我們去超市的時間，有寶寶了更不能出門了。|1
打開的時候還怕有過熟的現象，後面檢查了一下品相還算良好，但和之前仙美的比起來還是差點。圖裡面包裝得好一點的是仙美的，差一點的是潘蘋果的。|1
蘋果質量可以的，就是小了一點。|1
蘋果確實新鮮，昨天購今天早就收到了，非常滿意。|1
購物多年，習慣性給好評或者不評了。因為是PLUS會員，而且購物主要是在廣州，可能因此服務感覺會比較好，配送速度也很快，一些大家評價不好的情況還是比較少遇到的。|1
挺好的，買了很多回了。。。。。|1
京東物流速度依舊快速，配送人員態度好，產品質量符合需求|1
沒打蠟，快遞送來後，趕緊打開涼著，有點濕，個頭小，但是看著想好吃的樣|1
昨天下午下單，今天中午就收到了，快遞大哥服務態度很好，買了兩箱，蘋果有個別是小個，有幾個外表沒那麼好看，其它都很好，吃起來很爽口|1
好吃啊，好吃啊，好吃啊，這是第三次，吃完又來買了。|1
寶貝真是太物超所值了，好吃到不要不要的，經濟實惠，愉快的一次購物，以後買水果就選你家了。|1
已經買了好幾次了，回購商品，贊！！！！！！！！！|1
老公不在家不方便出去買的，說實話不咋地，說75，有的可能有，有的70都不到，份量也不夠，170-210克，不要求你有190，200，可是你不能沒有170啊，超市好大個的4.99一斤還很好吃，物流沒得說，東西有點那個啥|1
買了很多東西！希望京東嚴格把控進貨渠道，不賣假貨，保證消費者權益！！！！|1
送貨服務一樣很棒！蘋果個兒很好，完好無損！價格公道！|1
送貨速度贊一個，蘋果又脆又甜，秒殺價格很便宜，19.8元有12個，不錯。就是送過來的時候箱底有個大洞，不知是故意的還是啥原因，這個不是太好。|1
蠻好的，很甜……但是！個頭很小，貴了！蠻好的，很甜……但是！個頭很小，貴了！蠻好的，很甜……但是！個頭很小，貴了！|1
拍了2箱，包裝很好，拆開之後個頭不算大，小的居多，一箱裡面有個爛的，還有幾個碰傷的，另外一箱很好。吃了一個，很脆很甜。|1
京東配送很快，上午下單，下午就收到了，蘋果非常滿意！|1
第一次在網上買蘋果吃著很甜吃完下次再來！！！|1
京東的蘋果我都已經全部買過了，最好吃的蘋果應該是宏輝的吧，但其實三個品種都差不多，嗯，沒有打蠟的話就是很宏煇的呢|1
送貨及時，快遞小哥服務熱情周到。包裝無破損，貨物完好，實物跟照片有點差距，看起來，似乎小了點。|1
裡面那個大的是我自己上超市買的，其他的小，丑，挫的就是京東的，就跟超市裡面甩賣的廉價貨|1
這個蘋果很小，紅倒是紅的，吃起來蠻甜的，和潘石屹貌似也有關係|1
算新鮮，但不大甜，對比潘蘋果陝西蘋果，還是潘蘋果甜。。。|1
京東商城就是值得信賴，謝謝快遞小哥，辛苦了|1
蘋果不錯，口感還行，就是個頭大小不一。總體好評。|1
這個價格還行，沒有發現壞的還是比較滿意的有需要還會購買。|1
挺好的，看著新鮮，就是個頭不平均，有的好小，吃了一個嘗了下，帶少許酸不夠甜，買了五箱，一個撞了的還一個壞了的，其它都好，！不管怎麼說還是很信賴京東的！|1
買了好多次，非常滿意，會繼續買，支持京東|1
蘋果不錯 買了兩次了 很甜 活動時購入 價格不貴 送貨也快 支持JD|1
蘋果還不錯，一起12個，個個大小還可以，吃了個很甜，富士蘋果口味還是好|1
新鮮 脆甜 不過比較小 新鮮 脆甜 不過比較小 新鮮 脆甜 不過比較小|1
蘋果非常新鮮，像剛摘的，京東保存的真好，一個壞果也沒有，感謝京東物流小哥|1
很好吃，配送員服務態度也很好，速度也很快|1
又甜又脆 第二次購買了 比上次還優惠了 到貨後涼涼的應該是冷鮮保存了|1
蘋果大小適中清脆爽甜，正！正！正！|1
個頭有點小，有的蠻好吃的，有個味道淡。|1
水果不錯，個頭大小一致，口感很好，還會購買的|1
不錯不錯第二次買了，很新鮮，個頭不大不小|1
第一次在京東買水果 物流速度快 包裝很好 果子大小均勻 味道純|1
第五盒了！下次一定還去買！老家的蘋果?|1
東西很好，正品好味！    快遞很快，購物體驗佳，五?好評！    正宗的大品牌！    值得信賴！贊！    關鍵價格還實惠！??|1
這蘋果挺好吃的，口感不錯，水分也很好，沒有發現壞的，都挺好，快遞也很給力，拿到水果時候都感覺水果冰涼涼的|1
買了一大堆水果，蘋果還沒吃，不知道甜不甜，先評價曬單|1
以前買蘋果都是給小朋友搾汁喝的，嗯，這個蘋果看起來挺新鮮，削皮試吃一下看看怎麼樣|1
好吃，脆，甜，就是蘋果大小不一致，其他還好，滿意|1
真心不錯，包裝也好，蘋果特脆特甜，個頭中等，正好一次一個，不會像大的紅富士一個吃完會撐，小的嘎拉又太小沒吃夠|1
第一次在京東上面買水果感覺包裝的特好，一點都沒有壞物流也特別快不到一天就送達了。蘋果酸酸甜甜的口感很好。|1
有大的有小的個頭差別比較大 總體比較紅還沒吃|1
還不錯吧！懶得跑超市，習慣了網上購物|1
第一次買這個蘋果，雖然個頭不大，但真的很好吃，嫩嫩的！會回購！|1
第二次買了，包裝完好無損，大小均勻，味道不錯酸甜酸甜的脆脆的|1
果的品相還不錯，感覺有些小，一次剛好一個，快遞很贊，熱情周到|1
全打開看了一下，質量一般，有4個有傷！|1
在京東上買了好幾次了，蘋果很甜，主要是感覺很新鮮。|1
京東不錯，買的放心，送貨也快。。。。。。。。。。|1
包裝不錯，ds個頭不大，口感不錯。|1
蘋果還可以還是挺香的，不存不存|1
口感很好就是有點小再便宜更好了|1
蘋果真的蠻好吃的，而且咬起來酥酥脆的，真不錯！東買比超市便宜，還送貨上門！關鍵是很甜|1
東西非常不錯，非常不錯非常不錯非常不錯非常不錯非常，，|1
一如既往的好，口感甜酸味，脆，水份足。|1
京東超市冷鏈送貨，速度還是可以的。買了很多種，蘋果還有其他水果都新鮮。很方便的|1
嗯，商品不錯，好吃很甜，吃完再購買，謝謝|1
呃好吧好吧好吧好吧好吧好吧好吧好吧好吧好吧好吧好吧好吧好吧好吧好吧好吧好吧好吧好吧|1
很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好|1
好好好，就仨個字，到貨就吃一個好吃也蠻大個的，真的好喜歡好喜歡哦，過年送朋友和自己吃都是不錯的，吃完還來這家店買！值得擁有！|1
蘋果收到了，我必須說一下，真是好，我姑娘回來就幹掉一個，水分多，很甜！關鍵是很新鮮！開始還?點擔心會不會有爛的結果擔心是多餘的！送貨超快！服務棒！信賴京東！|1
蘋果還可以，雖然沒有壞，感覺放了好久一樣|1
蘋果很小 但是很脆 味道可以 是新鮮的 包裝不錯 京東服務不錯|1
京東的自營水果好啊，很甜，很多汁，物流也挺快的，不錯的購物|1
一些大，一些小，非常脆，，吃起來不錯，|1
已經到貨了，拿回宿舍一打開，包裝的很到位，洗了一個，但是吃起來有點不脆，跟我之前買的差一點，只是少數的，還是有脆的，哈哈?，大讚京東快遞|1
蘋果很好吃，很甜也很脆，大小都差不多，|1
網上買水果要看人品，這麼醜的外皮以為傷到了，其實裡面還好。有點濕，可能是冷藏出來的。|1
蘋果很新鮮，脆，甜，水分足，沒有一個壞果，京東自營水果值得選擇！|1
蘋果很新鮮，酸酸甜甜寶寶也很喜歡|1
蘋果個頭有點小啊。價格貴貴啊，兩塊錢一個|1
第二次買這個蘋果了，好吃，不錯|1
很鮮、吃了一個都說很好吃...以後說過就京東了|1
挺不錯的，快遞小哥特別負責，蘋果上午送家去了，家裡嘗了一個全給寶寶蒸果泥了吃完再來|1
還好，個不算太大，還算新鮮，價格和理，下次還會繼續買|1
蘋果很新鮮，脆，甜，水分足，京東自營水果值得選擇！|1
打開箱子，蘋果香味撲鼻而來，雖然果子不大，吃一個正好。口感脆脆酸甜，好久沒吃到這個味了，正點！下次還會買！|1
不錯。多次購買了。 自營的快遞速度真是沒話說 槓槓的！沙沙隨啦。老哥們。開車一定要記住直播哦?|1
價格比較便宜啊，包裝也很不錯。|1
吃了一半了，味道還不錯，就是個頭有點小|1
比我想像中好吃太多了！下次還買|1
蘋果很甜，沒有之前一次買的新鮮，不過總的來說還是不錯的，個頭也很大。|1
口感不錯哦，重量也夠，運輸方便，快點，味道，酸酸的，非常可口|1
還沒來得及吃。。。應該不錯。京東自營的，就是麻利|1
煙台蘋果，水分好足，包裝好，有兩個有輕微的碰傷，不過不礙事，其他都不錯。|1
滿滿一大盒子，口味很不錯！贊！|1
出乎意料的好，壞的一個也沒有，而且幾乎沒有壓傷的果子，快遞送到樓下。第一次在京東買生鮮，這麼一看，在京東買生鮮也很靠譜的，比自己跑去超市買，不僅省事，而且省錢，同價位的蘋果，超市這個價可買不到。京東有自己的物流就是贊，知道要愛惜每一件包裹，比起其他物流公司好太多了|1
看著不錯還沒吃 應該沒毛病吃吃吃買買買經濟實惠|1
挺好的，就是個頭不大，稍微有點酸|1
歐姆覺得可以！比在外面買的新鮮！以後都在京東買了！哈哈！|1
有點小，另外有一個已經稀爛，不過快遞員送貨時就跟我說了，這點還是不錯|1
送貨快，跟描述的一樣。蘋果新鮮、香味、脆甜 。給五星吧！|1
好吃夠甜，感謝商家提供的優質水果，經常購買。|1
直播開箱，包裝挺不錯，打開包裝看到蘋果有點懵。不是很如意 ?|1
全部完好無缺，不錯，可以購買嘗一下。一直在京東購物，對京東還是比較信任的。|1
買來送給老師，自己之前吃過，甜脆！個頭還好。新鮮！京東也快，就是有配送費六塊。|1
蘋果很好吃，沒有壞的，還會再來買的，速度很快很快|1
蘋果好新鮮，很翠口，比超市蘋果好吃多了，還會再買！|1
誰能告訴我這個迷你蘋果從哪裡來的，說好的80mm呢，這比它同伴小了一倍了，買了7份，這樣打包貨物不太好吧，快遞小哥直接搬過來了，值得表揚，但這東西以後能不能不放這小的了，看了這圖，賣家都不能給自己好評吧|1
雖然還沒吃，但一看就是脆的。蘋果很不錯，包裝也完整。|1
蘋果很新鮮我這已經是第二次買了也很方便送貨上門|1
稍微有點小，味道還可以。送貨很快很準時，而且給送到樓上，好評。|1
蘋果不錯，京東送貨及時，贊一個|1
蘋果很好，包裝也很好，京東水果品質還可以的|1
口味還是不錯的！就是水果每個都很小啊！寶寶一次可以吃兩個蘋果啊！|1
蘋果味道不錯，帶皮吃口感都挺爽的。|1
蘋果還是可以，就是有點小，價格也得比較合理，速度也快。|1
蘋果很脆，水分很足，也很甜，就是個頭兒稍有不均。要大讚一下快遞員，非常非常負責任！|1
蘋果個頭不大，也不是很均勻。但是確實是煙台富士蘋果，味道也不錯，還會再買的。推薦。京東配送也很好。|1
京東不愧是 多 快 好 省。呀。蘋果個頭不大 但是我兒子一個人吃 也可以。今天收到就自己吃了3個 了 我一個沒捨得吃。必須給快遞小哥贊一個 真的很負責。|1
蘋果很大個，很甜，包裝也很好，沒有損傷，下次再來！|1
買的挺划算的，信賴京東希望一直如此！兩天以內差價還返還的|1
蘋果好吃！12個都好，沒有壞的。進囗的橙子很甜又不酸！也是12個完好！不像個別國產的:未成熟就摘。|1
京東自營有保障，挺新鮮的，包裝可以，汁甜大小均勻，非常的好。|1
蘋果不大，不過便宜一塊多一個，但是重要的有爛果，不止兩個！第一次開會員在京東買水果的經歷，圖便宜，就還可以接受！|1
包裝很到位，快遞員小哥很負責的送到家。嘗試一下味道還行，因為一分錢一分貨，比起新疆蘋果味道是差些，不過這個季節有這個價位的蘋果就算不錯了。好評！|1
味道可以，好吃，汁多，就個頭小了點，略有畸形，?速度不怎樣。包裝贊！|1
很好吃?，新鮮好吃，下次還會光顧，五星好評！|1
